,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
206,12/9/2018 17:59:59,Yes,No,I don't remember,onions,I'm not sure what things you mean,No,dog cat  goldfish whale Son,dark because it's night time,"Solve a Rubik's cube, Ski, Swim",supercalifragilisticexpialidocious (I had to get Alexa's help),No,Warmer,red,No,48.0,8.0,No,Yes,1,0,0,Yes,Jackie Chan,No,No,Yes,asdfghjkl,1.0,No,Yes,Vanilla,16.0,what are you talking about?,No,Yes,9,sky blue,iPhone,noodles,,cat,No,No,Neutral 😐,Yes,Tomatoes,"Milk, Water",hi by volcano balls enchiladas,A little,5.0,"Sub/Hoagie, Hamburger",Cat-Person,No,No
420,8/21/2019 22:05:38,Yes,Yes,White and Gold,Peanut butter,"Yes, occasionally",No,"cat, dog, giraffe, lion, gazelle","Sunny, warm, clear, dry","Tie a sheet bend or bowline, Drive a stick shift, Ski, Cut vegetables with a knife",believe,No,Warmer,orange,No,83.0,8.0,No,Yes,1,0,0,No,Bradley cooper,No,No,Yes,aow;ijl;kfgn l;jkcdbnvgh ;alsdkfgjn n;afgijeru4thj0[239jr do;fgjn;,4.0,No,Yes,Vanilla,15.0,Behind the computer screen,Yes,Yes,25,eggshell,iPhone,Brownie,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,Yes,Positive 😊,No,,"Coffee, Beer, Tea, Water",five random words,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,No,No
218,12/24/2018 22:11:27,Yes,Yes,A color combination not listed here,Fruits,"Yes, occasionally",Yes,Cat. Dog. Elephant. Sloth. Dragon,Cool and dry,"Tie a sheet bend or bowline, Drive a stick shift, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",ENGINEER,No,Cooler,Black,No,50.0,6.0,Yes,Yes,3,0,0,Yes,Polaris,Yes,No,Yes,gfl DFDVGHJ,3.0,No,Yes,Chocolate,50.0,NO,Yes,Yes,21,White,iPhone,Sandwich,"Soliloquy, Stipple, Amiable, Salient, Hubris, Fleek",cat,Yes,No,Neutral 😐,No,Tomatoes,"Caffeinated Soda, Coffee, Milk, Beer, Water",Jew. Shit. Milk. Raccoon. Skinny,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
264,2/25/2019 14:35:13,Yes,No,I don't remember,Brat,"Yes, occasionally",No,Cat dog horse frog lizard,Windy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",recieve,No,Cooler,Garnet,Yes,45.0,7.0,No,No,0,4,0,Yes,Adam Sandler,Yes,No,Yes,bnsxr6i,4.0,No,Yes,Chocolate,13.0,Some Server,Yes,Yes,34,White,Android,Salad,"Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris","""cat""",No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Water",Cat dog sit now apple,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
286,3/7/2019 14:38:50,Yes,No,White and Gold,tomatoes,"Yes, occasionally",No,"cow, dog, hamster, fish, bunny",Snowy,"Roller skate, Run in high heels, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Do a back handspring",necessary ,No,Cooler,gray,No,82.0,5.0,No,Yes,2,0,0,Yes,blake lively ,Yes,No,No,wejbrqwenbqufgqjwdjcioqwhejkqwebdsc a,3.0,No,Yes,Vanilla,73.0,i have never thought about it ,Yes,Yes,19,yellow,iPhone,banana ,"Stipple, Fleek",cat,Yes,No,Neutral 😐,Yes,Tomatoes,Water,"fire, car, donut, peas",No,3.0,Hamburger,"Dog-Person, Cat-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
294,3/10/2019 9:16:40,Yes,No,Blue and Black,Meat,"Yes, occasionally",No,kangaroo whale mouse louse dog,rainy,"Dunk a basketball, Roller skate, Run in high heels, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim",appreciatte,Yes,Cooler,I'm naked :),No,42.0,9.0,No,Yes,0,3,0,Yes,Brangelina,No,No,Yes,-)({=&~\</{}‘³]()_)[+}{-/+~#-,3.0,No,Yes,Chocolate,13.0,No,Yes,Yes,20,beige,Android,Pulsnitzer Lebkuchen,"Unitory, Amiable","""cat"" here",No,No,Neutral 😐,Yes,,"Tea, Water",Type five random words kangaroo,Yes,4.0,,,Yes,No
374,6/27/2019 9:07:32,Yes,No,White and Gold,Anything spicy,"Yes, occasionally",No,Ant worm lion rabbit horse,Hot,"Ski, Cut vegetables with a knife",Wether,No,Warmer,Black,Yes,76.0,9.0,No,Yes,1,1,0,No,Matt Damon,No,No,Yes,"Kneanfncqskldvkyzve
Fj.kv  gyfn
Lakzenf kz eck e zlkzlmv zej ",1.0,No,Yes,Vanilla,85.0,,No,Yes,,White,iPhone,Sandwich,"Amiable, Regolith, Hubris",cat,Yes,No,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Milk, Water",Hi text map barbecue feelings,No,2.0,"Sub/Hoagie, Hamburger",,Yes,"No, but I'm totally doing that now"
258,2/18/2019 13:11:51,Yes,"No, but maybe someday.",Blue and Black,Can't Thinkof One,"Yes, occasionally",No,"dog, cat, mouse, flea, mite",Sunny,Roller skate,restaurant ,No,Warmer,tie-dye rainbow,No,13.0,5.0,No,Yes,0,3,,Yes,Jack McBrayer,Yes,No,Yes,xbdfisidhjzbdfisdvjhszbdvgjzbfsgvjhsdzbdvujhawbduhbzsbdjuvhbzsdjudvbsdbvc,3.0,No,,Chocolate,72.0,"Not really, but now I am. ",Yes,No,17,Blue,I don't have a phone,Spagetti Bolonese,"Slickle, Rife, Soliloquy",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Milk, Water",correct horse battery staple stick,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,No
411,8/16/2019 12:15:48,Yes,No,Blue and Black,Salmon,"Yes, constantly",No,cat dog mouse horse elephant,"Cloudy, occassional rain","Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",innocent,No,Cooler,black,No,63.0,9.0,Yes,Yes,2,0,0,No,Arnold Schwarzenegger,No,No,Yes,"jf9caunc09cq2hmxr207 n3rc932hc08 83rwgcn8f3hc9sjdjs3908s34h807chf83m38f+8r w3+j2+0jr+ j34f04jq fq+oqf4 q fä3w4' 4fp3w fåplf3äöl34+f4akq93+0å9§+ k1e+3qååävr,34åfc3jwf,fä4akmk43",3.0,No,Yes,Vanilla,32.0,"Somewhere out there, at the end of a long mesh of wires.",Yes,Yes,28,white,Android,pizza,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris","""cat""",No,No,Negative 😠,Yes,Beer,"Caffeinated Soda, Fruit Juice, Milk, Water",cat bottle window car phone,No,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,No
460,10/21/2019 16:36:32,Yes,"No, but maybe someday.",Blue and Black,salads,"Yes, occasionally",No,"human
cow
ostrich
elephant
donkey",fine,"Dive headfirst off a diving board, Ski",remember,No,Cooler,blue,No,67.0,5.0,Yes,No,0,1,0,Yes,i dont know,No,No,No,ofihwedifeqwfs89yvfdeqbwfnsciohsdasklnufgbsijopdahiikewbjdenihqowfdlnwhqefgudbnaihofsun,1.0,No,Yes,Chocolate,39.0,no,What?,Yes,"12, so the driving questions aren't really relevant",grey,Other Smartphone,a pretzel,"Rife, Soliloquy, Amiable, Salient, Hubris","""cat""",Yes,No,Neutral 😐,No,"Beer, Coffee, Tomatoes",Water,"atrophy
defenestration
telepathy
random
premeditated",No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",,Yes,No
379,7/8/2019 9:46:32,Yes,No,White and Gold,banana,"Yes, occasionally",No,elephant snake lion wolf groundhog,sunny,"Drive a stick shift, Cut vegetables with a knife, Swim, Change the oil on a car",successfull,No,Cooler,gray,No,77.0,7.0,No,Yes,2,2,0,Yes,Keanu Reeves,No,No,Yes,jkfdn vmnsldfja sndasjdoiwö sdasfljfabsdbfaushdfuwaehiowäaä9023ur0 aue2a ,3.0,No,Yes,Chocolate,19.0,California,Yes,Yes,29,green,iPhone,pork,Soliloquy,cat,No,Yes,Positive 😊,Yes,Cilantro,"Coffee, Fruit Juice, Beer, Wine, Tea, Water",bubble panties sun coin suicide,No,3.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,No
242,2/6/2019 8:25:18,No,No,I don't remember,Cucumbers,"Yes, occasionally",No,"Leopard, Monkey, Rabbit, Slug and Elephant",cloudy,"Dunk a basketball, Drive a stick shift, Dive headfirst off a diving board, Ice skate",brought,Yes,Cooler,Dark bluish,No,73.0,10.0,No,Yes,Many,many,0,Yes,Shaq,No,I never had it,Yes,sdkljfghzjtl;uoijlkhasdfou[,4.0,No,Yes,Chocolate,32.0,In my mind,What?,Yes,28,Yellowish,Android,peanuts,,cat,No,No,Neutral 😐,Yes,Tomatoes,"Coffee, Fruit Juice, Milk, Tea, Water",oh my god leave me,A little,2.0,Sub/Hoagie,,Yes,"No, but I'm totally doing that now"
468,10/28/2019 23:33:26,Yes,No,White and Gold,tomatoes,"Yes, constantly",No,"cat, dog, rabbit, guinea pig, leopard, pig","dark, but warm in the day","Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Unicycle, Juggle",receive,No,Warmer,black,No,77.0,9.0,Yes,Yes,1,0,0,Yes,the kid from home alone,No,No,Yes,nklnkn,4.0,No,No,Vanilla,77.0,just on my computer,Yes,Yes,29,yellow,Android,subway,"Amiable, Salient, Hubris, Fleek",cat,Yes,No,Positive 😊,Yes,Tomatoes,"Beer, Wine, Water",stop this survey immediately please,Yes,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Half-Cat Half-Person,Yes,No
10,5/28/2018 19:49:17,Yes,No,Blue and Black,cream cheese,"Yes, occasionally",No,"Giraffe, Zebra, Dog, Elephant, horse",partly cloudy,"Roller skate, Run in high heels, Ice skate, Ski, Cut vegetables with a knife, Swim, Unicycle, Juggle",warmth,No,Cooler,blue,No,56.0,7.0,Yes,Yes,1,0,1 sister,Yes,George Cloony,Yes,No,Yes,kfld;ajieo;wanvo;faejgiroehagoa/lgvrajii;tlark.dvj'reoqut87q8934iotjgakbfat4[,4.0,No,Yes,Chocolate,72.0,Behind the screen,No,Yes,17,beige,iPhone,bacon wrapped scallop,"Soliloquy, Tribution, Amiable, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,Yes,"Beer, Yogurt","Noncaffeinated Soda, Tea, Maple Syrup, Water","Albuquerque, snorkel, quixotic, hand, and ",A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
341,5/14/2019 22:29:37,Yes,No,White and Gold,Bubble tes,"Yes, occasionally",No,"Giraffe, elephant, piglet, hamster, dolphin",Clear,"Roller skate, Run in high heels, Ice skate, Cut vegetables with a knife, Swim",Neccessary,No,Warmer,Red,No,89.0,5.0,Yes,Yes,3,0,None,Yes,Robert Downey Jr.,No,Yes,Yes,aIUGFwufuWYFJHSCDyuYfijifudsvgijfreng45whgfadhg87q34thgviafdsuyt9qrefhdjasthf8934ytrhfjdshfbureyhfisdjzfnvjcg tr8956t89452uwuehg iwes[4o5u198y4,2.0,No,Yes,Vanilla,27.0,"A really old, fancy library",Yes,Yes,14,Light blue,iPhone,Fajitas,"Slickle, Soliloquy, Stipple, Trephony, Tribution, Amiable, Salient, Lithe, Revergent, Hubris, Fleek",c4t,No,Yes,Neutral 😐,No,Eggs,"Caffeinated Soda, Tea, Water",Leaf happy somber orchestra chair maple,No,2.0,"Quesadilla, Sub/Hoagie, Hamburger, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
326,4/23/2019 23:51:10,Yes,No,White and Gold,Strawberries,"Yes, constantly",No,bee wildebeest scorpion catamount bat,Summery,Cut vegetables with a knife,No trouble spelling,No,Cooler,Black,Yes,27.0,10.0,No,Yes,"1 bio, 2 step",1 step,Zero,Yes,Robert Downey Jr,No,No,Yes,gibberish by mashing random keyboard keysssssssssssssss,1.0,No,Yes,Chocolate,27.0,A very loud server room,Yes,Yes,23,White and citron,iPhone,Pasta,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Noncaffeinated Soda, Water",Dark aromatic obtuse tarantula why,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",No,No
143,10/6/2018 15:12:02,Yes,No,White and Gold,chili,I'm not sure what things you mean,No,"cat, dog, lion, elephant, camel",cold,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife, Swim, Juggle",necesary,No,Warmer,grey,No,102.0,8.0,No,No,0,0,0,Yes,Tom Hanks,Yes,I never had it,Yes,kojhyjhgfdesaswzxdfcyguvbi,4.0,No,Yes,Vanilla,103.0,An actual cloud,No,No,17,white,Android,cookies,Amiable,"""cat""",No,No,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Tomatoes","Caffeinated Soda, Milk, Maple Syrup, Water",five random words,A little,4.0,"Sub/Hoagie, Hamburger","Cat-Person, Half-Cat Half-Person",Yes,No
105,8/11/2018 15:46:15,Yes,Yes,I don't remember,grapes,I'm not sure what things you mean,No,snake dog mouse walrus bear,brisk,"Roller skate, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Do a back handspring",rheumatoid ,No,Cooler,black,Yes,3.15,6.0,No,No,1,0,0,No,Charlton Heston,No,No,No,Gibberish by mashing random keyboard keys,3.0,No,Yes,Vanilla,55.59,Inside my computer somewhere,No,No,,white,Android,sausage in a bun,"Rife, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat here,No,No,Positive 😊,Yes,"Coffee, Tomatoes","Coffee, Milk, Tea",five random words,Yes,2.0,"Sub/Hoagie, Hamburger",Dog-Person,No,No
110,8/11/2018 19:31:00,No,No,Blue and Black,peppers,"Yes, constantly",No,"cat, dog, porg, unicorn, pegasus",TOO HOT,Cut vegetables with a knife,recommendation,No,Cooler,black,No,9.0,8.0,No,Yes,3,0,0,Yes,Pikachu,No,No,Yes,klbjasdgflk gjhsdfa glik jgsdrfa i dfgs ,3.0,No,Yes,Chocolate,9.0,The Moon,Yes,Yes,33,beige,Android,chips,"Rife, Soliloquy, Amiable, Salient, Lithe, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",why should I do that?,Yes,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Part of a subterranean race of dog people,No,No
594,5/6/2020 10:10:27,Yes,No,Blue and Black,Mustard,I'm not sure what things you mean,No,Cat dog bird fish lizard,Sunny,Swim,Ultejahodjx I can’t remember ,No,Warmer,Yellow,No,13.0,10.0,No,No,4,1,1,No,Me,No,No,Yes,Jsgsjsgjwjagxkkshendmxusjhxj,1.0,No,Yes,Vanilla,55.0,Google,What?,No,Not telling,Grayish bluish ,I don't have a phone,Toast,"Slickle, Tribution, Amiable, Lithe",cat,No,Yes,Positive 😊,No,"Carbonation (fizz), Tomatoes","Milk, Tea, Water",Random random random random random,A little,3.0,Cheesesteak,Cat-Person,No,"No, but I'm totally doing that now"
62,7/9/2018 2:35:08,Yes,"No, but maybe someday.",White and Gold,Fish,"Yes, occasionally",No,"elephant, giraffe, dog, cat, aardvark",Hot,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",licsense,No,Warmer,Dark Grey,No,49.0,8.0,No,Yes,0,0,0,Yes,Scarlet Johansen,Yes,No,Yes,"zesxrdtcfhjvlkjhgkfgasdjfnam,zdfbuiqw3herpiuqwbnserrfbnqsdkjfhqap oiwshedflkjuqa sheiupfj bnqadljksrhbgto iuqebrfdlkjvbqwaaeoiujpr thgipwuqjdrfhbglkjawdsfg",4.0,No,Yes,Chocolate,49.0,A dark room like a basement with a bunch of servers with flashy lights and whirling tape,Yes,Yes,20,white,iPhone,Pizza,"Rife, Soliloquy, Tribution, Regolith, Lithe, Revergent, Hubris, Fleek","""cat""",No,Yes,Positive 😊,No,"Beer, Cilantro, Tomatoes",Water,"butts, frying, water, lamp, canada",No,4.0,"Quesadilla, Sub/Hoagie, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
191,11/22/2018 18:29:09,Yes,No,I don't remember,vegemite,"Yes, occasionally",No,"snake, bear, dog, crocodile, cat",kinda cloudy,"Cut vegetables with a knife, Swim",rhythm,Yes,Warmer,blue,No,52.0,8.0,No,Yes,0,2,0,No,Keanu Reeves,No,No,Yes,"kdfuwheyroigdfjnoiuktghdbvk,fjh",1.0,No,Yes,Chocolate,5.0,um sort of but not sure where...,Yes,Yes,13,brick-colour,iPhone,food.,"Soliloquy, Amiable, Salient, Lithe, Hubris","""cat"" here",Yes,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Fruit Juice, Water","alphabet, hello, keep, book, computer",A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",No,"No, but I'm totally doing that now"
565,3/14/2020 12:35:53,Yes,No,Blue and Black,Pizza,"Yes, constantly",No,Dog cat bat mouse lizard,Rainy,"Tie a sheet bend or bowline, Roller skate, Run in high heels, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car, Juggle",Thier ,No,Warmer,Grey,No,82.7,7.0,No,Yes,0,Two,None,Yes,Tom holland,Yes,No,Yes,Fncuhdbsnzlvjebbslcidhbaldjdbfndksosncjx,2.0,No,Yes,Chocolate,87.5,No,Yes,Yes,Old enough,White,iPhone,Muffin,"Rife, Soliloquy, Tribution, Photoropter, Amiable, Lithe, Revergent, Hubris",Cat,Yes,No,Positive 😊,No,"Carbonation (fizz), Cilantro, Coffee","Fruit Juice, Milk, Water",Wolf chair flower rain water,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger","Dog-Person, Cat-Person, Part of a subterranean race of dog people",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
367,6/17/2019 7:42:17,Yes,"No, but maybe someday.",A color combination not listed here,Peanut Butter,"Yes, constantly",No,"Penguin, dolphin, lizard, cobra, turtle",Frustratingly sunny,"Dunk a basketball, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",Occasionally,Yes,Cooler,Blue,Yes,2.0,8.0,Yes,Yes,Null,One,None,Yes,Emma Watson? Wattson? Whatson?,No,No,Yes,"iofhaeilnjlzdhfopisdhfiooisNIHOIHFSURfdsnnjohz
hdhvhizdzHczd
idgvFJEzrhriJisrjojgipzhipvfhsi",3.0,No,Yes,Chocolate,22.0,Nope. It is . . . light traveling through glass fibers.,No,No,13,Green,I don't have a phone,Olives,"Tribution, Amiable, Lithe, Hubris",cat,Yes,Yes,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee",Water,Your answer laurens turtle cramps,No,2.0,"Sub/Hoagie, Open faced sandwich",Part of a subterranean race of dog people,No,No
475,11/7/2019 16:20:56,Yes,No,White and Gold,,"Yes, constantly",No,cat mouse chicken human donkey,cloudy,"Tie a sheet bend or bowline, Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",government,No,Cooler,green,No,73.0,8.0,Yes,Yes,0,2,none,No,tom hanks,No,No,Yes,ghfkgfjlsgkl5hgsjkfjdfkghdjsfgl3gjkkdgdfkslgfdls,4.0,No,Yes,Vanilla,23.0,In the telephone wires,Yes,Yes,,wood-colored,Android,cookie,"Rife, Soliloquy, Amiable, Salient, Lithe, Revergent, Hubris",qat,No,No,Neutral 😐,Yes,,"Fruit Juice, Water",egg golf regular expression bottle,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
591,5/4/2020 16:23:07,Yes,No,White and Gold,chocolate,"Yes, occasionally",No,human crocodile tardigrade toad dog,sunny,"Roller skate, Dive headfirst off a diving board, Ice skate, Skateboard, Ski",definately,Yes,Cooler,black with white writing,Yes,4.71238898,9.0,No,Yes,1,0,0,No,kevin bacon,No,Yes,Yes,afkhhblafAF KKJ;AFSBKJ;ADFS,2.0,No,Yes,Vanilla,50.0,no,Yes,Yes,about ((40/3)-(pi/9)),im outside,Android,bagel,"Soliloquy, Regolith, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Noncaffeinated Soda, Milk, Water",your mom and my jorts,Yes,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",No,No
95,8/6/2018 10:09:04,Yes,,Blue and Black,,"Yes, occasionally",,,,"Solve a Rubik's cube, Ski, Swim",,No,Cooler,,No,,7.0,,,,,,No,,No,Yes,No,"Gjdrhgyfjsv)(7;.gzYvhx6 Fox,! ($.$hxg",,No,Yes,Vanilla,11.0,,Yes,,,,iPhone,,,cat here,No,Yes,,No,,"Milk, Water",,A little,2.0,,Dog-Person,Yes,
12,5/30/2018 1:23:18,Yes,No,White and Gold,Fish,"Yes, constantly",No,"Giraffe, capybara, pangolin, dog, cat",Different from 5 minutes ago,"Solve a Rubik's cube, Cut vegetables with a knife, Swim, Juggle",Necessary,No,Warmer,Dull green,Yes,28.0,9.0,Yes,No,3,0,0,Yes,Tom Cruise,No,No,Yes,"tjykfl;hixtu;i'ouKn.bgxyekl;cojn.ligiylctrxyf j,hkj.n fgylioilnj.vcrykg,fh/lkb,cdzhtezrdoy8yuthch'p0pO-i9g7-0[o';jhl7t79t7fi;uiui'0[-0
98ufrys3q253qTsjfd",1.0,No,Yes,Vanilla,26.0,I didn't before...,Yes,Yes,21,Tan,Non-smartphone,Sausage,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,Beer,"Milk, Tea, Water","Bladder, porpoise, never, chat, mint",No,2.0,Sub/Hoagie,"Dog-Person, Cat-Person",No,No
386,7/15/2019 0:36:18,Yes,"No, but maybe someday.",White and Gold,Donuts,"Yes, occasionally",No,"Dolphin, fish, human, ape, dog",Cloudy,"Ski, Cut vegetables with a knife, Swim",When,Yes,Cooler,Grey,No,1000.0,7.0,No,No,None,None,None!,No,Bob the builder ,No,Yes,Yes,No,3.0,No,Yes,Chocolate,21.0,No,Yes,Yes,Im not tellin you!... im 14,"White, oak and cream ",iPhone,Eggs and bacon.,"Slickle, Rife",“cat”,Yes,No,Positive 😊,No,Yogurt,"Coffee, Tea, Water","Hey, potato, ultramarines, pie, dog",No,4.0,Sub/Hoagie,"Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
392,7/20/2019 13:21:28,Yes,No,Blue and Black,,"Yes, occasionally",No,Cat bear fish squid fox,69F and sunny,"Dunk a basketball, Ski, Cut vegetables with a knife, Swim",Received,No,Cooler,Black,No,22.0,8.0,Yes,Yes,0,1,0,No,Ryan Reynolds,No,No,Yes,Hdididjbwgifijhe,4.0,No,Yes,Chocolate,67.0,Server rooms,Yes,Yes,27,White,iPhone,Licorice Ice Cream,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,No,Positive 😊,Yes,,"Coffee, Beer, Water",Pin ping ring thing top,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
514,12/17/2019 22:08:15,Yes,"No, but maybe someday.",I don't remember,roast beef,No,No,"Dog, horse, cat, rat, mouse",rainy,"Tie a sheet bend or bowline, Roller skate, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",definitely,No,Cooler,white,No,42.0,8.0,Yes,Yes,1,0,0,No,donald trump,Yes,I never had it,No,goijqawehfoihnaweifuhnwaesu9fhaw9fu0hawesu89fgasn8cu9hbw8yerfhnwiqaeufhn8uwqrthn092uqhc9umjwf9n8uhqwne90f8uhbqw89eufhnbqw8eyfgb8qweufnh8yweqfgn89qw7ehnf8yqwehnfm89uqwnehf9ui0qwhnef8qwhenf90uwqhnef9uqwehnf8yuqwenghfuhqwfniuasdhfniuhxcnoiunzXMIUcdjnsafy8agsdvftyasvbdc7ynasd9funmasd8ufhbn7stydgfb89asudjfoasidmfiusbdf78yuashbdfijasndfasdfasdfgt,2.0,No,Yes,Vanilla,2.0,server rooms,No,Yes,,off white yellowish,Android,banana bread,"Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Fruit Juice, Milk, Tea, Water",five random words,No,4.0,Sub/Hoagie,Dog-Person,Yes,"No, but I'm totally doing that now"
