,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
21,6/4/2018 18:11:33,Yes,No,Blue and Black,Beans,"Yes, occasionally",No,Cat alien dolphin you,Warm,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",Unfortunate,No,Warmer,Black,No,101.0,7.0,No,Yes,None,Too many,None,Yes,Nop,No,Yes,Yes,JstqhxbxkizbMkzkwhbakaoxkd,3.0,Yes,Yes,Vanilla,0.0,Here,Yes,Yes,Old enough,White,Android,Ur mom,"Soliloquy, Stipple, Tribution, Amiable",cAt,No,No,Neutral 😐,No,"Beer, White wine, Red wine, Coffee","Noncaffeinated Soda, Fruit Juice, Water",No,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
280,3/7/2019 10:15:55,Yes,"No, but maybe someday.",Blue and Black,sushi,"Yes, occasionally",No,dog cat pig cow bird,cold,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",supercalifragilisticexpialidocious,No,Warmer,green,Yes,33.0,5.0,No,Yes,0,1,0,No,Hugh jackman,Yes,No,Yes,wrfbhkwjbg feroigb vwe,3.0,No,Yes,Vanilla,15.0,what the fuck,Yes,Yes,21,white,iPhone,mashed potatoes ,"Soliloquy, Amiable, Salient",cat,Yes,No,Neutral 😐,Yes,,Water,"frantic, kitten, would, New York, Bob Saget",A little,3.0,Sub/Hoagie,Dog-Person,No,"No, but I'm totally doing that now"
43,6/20/2018 17:39:58,Yes,Yes,White and Gold,pickles,No,Yes,elephant tiger dog alligator moose,"hot, very hot","Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",maintenance,No,Warmer,blue,No,9.0,9.0,Yes,Yes,0,2,0,Yes,Sandra Bullock,No,No,Yes,oi4wz6yhnae,4.0,No,Yes,Vanilla,6.0,the bay area,Yes,Yes,28,eggshell,Android,crackers,"Soliloquy, Salient, Lithe, Hubris",no,Yes,No,Negative 😠,No,Cilantro,"Coffee, Beer, Wine, Tea, Water",tyrannosaurus chocolate aviation bilateral parakeet,No,4.0,"Sub/Hoagie, Cheesesteak",Dog-Person,Yes,No
586,4/28/2020 18:10:20,Yes,No,White and Gold,Cream,"Yes, occasionally",No,"Giraffe, cat, dog, monkey, human",Sunny,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife, Swim",Seperately,No,Cooler,Grey and fluro yellow,No,76.0,7.0,Yes,Yes,0,1,0,No,Tom Hanks,No,No,No,egauwhficlnjsxia8omsdchriox;wrxhiu81j,4.0,Yes,Yes,Vanilla,42.0,"America, somewhere. ",No,Yes,24,Cream,Android,Pizza,"Rife, Soliloquy, Stipple, Unitory, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,No,"White wine, Red wine, Coffee","Fruit Juice, Water","Fizzle, egbert, maim, brain, keyboard",No,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Part of a subterranean race of dog people,Yes,Yes
72,7/12/2018 20:06:21,Yes,No,White and Gold,Mashed potatoes ,"Yes, occasionally",No,Cat bear pig deer moose,84° F partly cloudy,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Change the oil on a car",League ,No,Cooler,Black,No,34.0,8.0,Yes,Yes,3,0,0,No,Ed Harris,No,Yes,Yes,Bvfdm ccfuhvcfy cdr. ,3.0,Yes,Yes,Vanilla,47.0,Nope. ,Yes,Yes,23,White,iPhone,Chicken sandwich ,"Slickle, Soliloquy, Fleek",cat,Yes,Yes,Neutral 😐,Yes,,"Caffeinated Soda, Coffee, Milk, Beer, Tea, Water",Cunt tree you five lick,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,Yes
579,4/15/2020 0:21:18,Yes,"No, but maybe someday.",A color combination not listed here,Nose,"Yes, occasionally",No,"cat, cat, cat, cat, cat",Bright and I'm having a headache.,"Dunk a basketball, Roller skate, Cut vegetables with a knife, Swim, Juggle","""weird"".",Yes,Cooler,white,No,-8.0,6.0,No,Yes,no,1,no,Yes,Rowan Atkinson,No,No,Yes,ojivfoijidfjivdfjidooivdfjidfjoidfjidofvjdfiojfdijfo,1.0,Yes,Yes,Vanilla,86.0,In big buildings with computer apartments.,Yes,Yes,-,gray,Android,bread,Soliloquy,"""cat"" here",No,No,Neutral 😐,No,,"Noncaffeinated Soda, Tea, Maple Syrup, Water",no I won't do that,A little,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Part of a subterranean race of dog people,No,"No, but I'm totally doing that now"
531,1/20/2020 12:52:59,Yes,No,White and Gold,liquorice,No,No,"Cat, giraffe, cheetah, leopard, lion",cloudy,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",napoleonistyka,No,Warmer,black and white,No,34.0,8.0,No,Yes,0,1,one,Yes,Anthony Hopkins,No,No,Yes,kdhekhfweoifhxxbchdosoerbehwabcios ehrospoic,4.0,No,Yes,Chocolate,87.0,,No,Yes,22,white and beige,Android,Calzone,"Slickle, Soliloquy, Salient, Regolith, Hubris",cat,Yes,No,Negative 😠,Yes,,"Coffee, Milk, Beer, Tea, Water",must these be real words?,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",,Yes,No
78,7/16/2018 10:37:46,Yes,"No, but maybe someday.",Blue and Black,Sushi,"Yes, occasionally",No,"Dog, Snake, Orangutan, Owl, Butterfly",Sunny,"Ice skate, Cut vegetables with a knife, Swim, Ride a horse",Guard/Gaurd,No,Cooler,Grayish Blue,Yes,23.0,10.0,Yes,Yes,1,0,0,,Michael Cera,No,I never had it,Yes," etgfuyhjwesdfujioxyhsedjwszedx,holqa\ml,hawsedolujwsedsfcviokjmdrfujherfserefsefsefsefsefefikowshjnolikeadawoidawjodiawjdoiajdoiajdoiawjdioadjoawijdoaidjoaidjqoifnoseignsgoisenoisejesjeoiw[prwjhtqweio0htqe;['tjqwep;gyihern;.jgnoipwejpweojflkfgjwpo;jwsehbgo3q2ujirqw3.ru2w3495rijkw3e457u4iqwoldjarf u1q3oplrkmq3r0i9op132ijkqrfhujiolwq32hjrnehnr9ou8uhj3p;5lrtj3ewqo0i8rtuyhj23qp;tj3qol8i0reujh3qp;5tjq3olpi9rujhq3wpiol;rjqwotiyhqolweithjnw4olithq3oruj23o;l3qujop;ewijt2wpty3890quytp24;ht2o095u23ptj2w3q09o83ruprjq3pioujrru3q2pijp90ruj3poruj34ujrpo23jr3powI want to have sex with a girl named Katyoaidjawiodjaoijoaijhfoiahfoawhdioawhdiowahawoidhaiodhaiodahioadh9o0iwqopqwjerolipqj",2.0,No,Yes,Chocolate,76.0,I don't picture it being physically located anywhere,What?,Yes,15,"red, gray and white striped wallpaper",Android,A packet of quavers,"Hubris, Fleek",I'd rather not,Yes,Yes,Negative 😠,Yes,"Carbonation (fizz), Yogurt","Milk, Water","Flummoxed, Head, Dog, Dragon, rockstar",Yes,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",No,No
382,7/13/2019 23:49:00,Yes,"No, but maybe someday.",White and Gold,Capsicum,"Yes, constantly",No,Ostrich aardvark penguin caterpillar goldfish,Overcast,"Tie a sheet bend or bowline, Roller skate, Cut vegetables with a knife, Swim",,No,Warmer,"Grey, blue and yellow",No,24.0,8.0,No,Yes,0,1,0,Yes,Carrie Fisher,Yes,Yes,No,Dfhlvhagwhfgakehgrfygkuysarvkchasvejghvalhbiylgaejhbrkvjhds vjhfdbkuydfkuhbvljha dvkjvusvkjhbljhdfvzkjhvbkjfdhbkvjhdzfbkjhbvdfkjhvkjhzdbfvljhdfsv,2.0,No,Yes,Vanilla,42.0,,Yes,Yes,14,slightly off-white,Android,Tortellini,"Rife, Soliloquy, Amiable, Lithe, Hubris, Apricity",cat',Yes,No,Neutral 😐,Yes,Beer,"Milk, Tea, Water",Realise grape skeleteleteleton apple psithurism,No,2.0,,Dog-Person,Yes,No
573,4/4/2020 0:04:46,Yes,No,Blue and Black,gum,"Yes, occasionally",No,Snail dog cat duck mouse,night,"Solve a Rubik's cube, Dive headfirst off a diving board, Swim",committee,No,Cooler,green,No,51.0,4.0,Yes,Yes,2,0,0,Yes,Will Smith,No,No,No,hechizados,1.0,Yes,Yes,Vanilla,4.0,in my phone,Yes,Yes,16,white,iPhone,burrito ,"Soliloquy, Amiable, Salient, Hubris",cat,No,No,Neutral 😐,Yes,"Carbonation (fizz), Coffee",Water,finger pole half joke not,No,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,No
290,3/7/2019 22:44:19,Yes,No,Blue and Black,Mint chocolate chip icecream,"Yes, occasionally",No,Wolf Beaver Ape Bear Pig,snowing,Swim,Similar,No,Cooler,Orange,Yes,3.0,5.0,Yes,Yes,5,0,0,Yes,Hugh Jackman,No,No,No,sanc8iowqjsh8aijwdiununcoz9jw09eq2h2o,2.0,No,Yes,Chocolate,3.0,Space,Yes,Yes,21,White,Android,Pizza,"Slickle, Soliloquy, Tribution, Amiable, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Fruit Juice, Tea, Water",Werewolf Beard Cross Hide Symbols,No,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Part of a subterranean race of dog people",No,No
360,6/10/2019 8:20:34,Yes,No,I don't remember,something,"Yes, occasionally",No,"SQuirreL, cat, giraffe, dog, chicken",good,Cut vegetables with a knife,dfjoivijskvjviork,No,Warmer,something dark,No,-32766.0,4.0,Yes,Yes,no comment,no comment,-,Yes,"I'm not interested, I don't know",No,No,No,asdfghjklqwertyuiopzxcvbnm,1.0,No,Yes,Chocolate,-32767.0,localhost,No,Yes,123,white,Android,food,,cat,Yes,Yes,Neutral 😐,Yes,Cilantro,Coffee,random doramn morand ndmaor modnar,No,5.0,Open faced sandwich,"Cat-Person, Half-Cat Half-Person",No,No
66,7/9/2018 15:11:54,Yes,No,What dress?,coconut,"Yes, occasionally",No,"Dog, cat, platypus, kangaroo, dolphin",there's a drought,"Roller skate, Cut vegetables with a knife, Swim",wierd,No,Warmer,blue,Yes,92.0,4.0,No,No,2,0,2,No,Whoopi Golberg,No,No,Yes,U4wgnxgxntxssitsbf😘😗😆😃😅😊😗,1.0,No,No,Chocolate,73.0,I just imagine the server room where deacon frost is in the first blade movie,Yes,Yes,15,white/beige,Android,Chocolate,"Soliloquy, Amiable, Salient",cat,No,No,Positive 😊,Yes,"Beer, White wine, Tomatoes","Fruit Juice, Milk, Tea","Pizza, laddu, orangutan, cabbage, feet",A little,4.0,Sub/Hoagie,Cat-Person,No,No
183,11/11/2018 17:05:23,Yes,"No, but maybe someday.",A color combination not listed here,cake,"Yes, constantly",No,"platypus, kangaroo, cat, octopus, submarine(wtf that's not an animal my brain sucks)",rainy,"Run in high heels, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse",difference(bc I can remember fuchsia now),Yes,Warmer,black white and gold,No,38.0,8.0,No,Yes,0,1,0,Yes,selena gomez,Yes,No,Yes,hbjefalkhunaliahulimfelkjaoiraehg,1.0,No,Yes,Vanilla,57.0,Not really except like in my screen,Yes,Yes,15,neutral beige,Android,pasta,"Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,Yes,Neutral 😐,Yes,"Coffee, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",squibble flibbertigibbet regular friendship and,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person",No,"No, but I'm totally doing that now"
253,2/9/2019 13:33:20,Yes,"No, but maybe someday.",A color combination not listed here,peanut butter,I'm not sure what things you mean,No,"cat, giraffe, sloth, dog, hippopotamus ",cold,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,"yellow, blue, purple, black and green",No,22.0,7.0,Yes,Yes,0,1,0,No,Jennifer Lawrence,No,No,Yes,lisquytzopeuylja,5.0,No,Yes,Vanilla,25.0,where Google puts all their machines; in Greenland or something,Yes,Yes,17,white,iPhone,an energy bar,"Soliloquy, Amiable, Hubris","""cat""",Yes,Yes,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Red wine","Tea, Water","miscellaneous, box, gibberish, falling, fuss",A little,3.0,"Taco, Quesadilla, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person",Yes,"No, but I'm totally doing that now"
464,10/23/2019 8:03:48,Yes,"No, but maybe someday.",A color combination not listed here,Peanut butter,"Yes, occasionally",No,raccoon wolf snake starling parrot,"A dust storm is pressing in against the windows of my home, carrying pollution and chill air with it, threatening to break into this haven I have built.","Tie a sheet bend or bowline, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",occasionally,Yes,Cooler,Black,No,2.0,5.0,Yes,Yes,0,1,"Zero, or negative one, depending on your axioms.",No,Emma Watson ,No,No,Yes,Do you realize how hard this is to do on an iPad?,1.0,No,Yes,Chocolate,22.0,"Behind my computer screen, in a small, flat area of our space which is connected to the fifth physical dimension.",No,Yes,That shall not be divulged.,Off-white,I don't have a phone,Uncooked pie dough,"Soliloquy, Tribution, Amiable, Lithe, Hubris",cat,Yes,Yes,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee",Water,Your answer type five words,No,2.0,"Sub/Hoagie, Open faced sandwich",,No,"I did the throwing out thing, but didn't talk to everyone about it"
187,11/13/2018 15:42:06,No,"No, but maybe someday.",Blue and Black,salad,I'm not sure what things you mean,No,bear dog cat bird tiger,Snowing,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",actually,No,Warmer,grey,Yes,63.0,6.0,No,Yes,3,0,1,Yes,Tom Cruise,No,Yes,Yes,"piuow45eoriukjf34;awilrugvqbm3jwkeroi7zdbxkjc.zkzm,.cnl4iuerkjs.d,mzxvnkshdgioeulrhlidgszfkjvx.ca,KMf;lyfk",3.0,No,Yes,Chocolate,73.0,space,Yes,Yes,15,off-white,iPhone,pringles,"Stipple, Regolith, Lithe",cat,No,Yes,Neutral 😐,Yes,"Eggs, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",kick nuclear earth katana apple,Yes,3.0,"Taco, Sub/Hoagie, Hamburger, Calzone",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
549,2/22/2020 13:44:25,Yes,"No, but maybe someday.",I don't remember,Olives,"Yes, occasionally",No,Squirrel Horse Dog Cat Lizard,Clear and 30 degrees f,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Cooler,Blue,No,87.0,8.0,No,No,1,1,0,No,Brad Pitt,No,No,Yes,Wyipbcsyjjbdskmkpbbxawtuplnbdthvsi,4.0,No,Yes,Chocolate,63.0,,Yes,Yes,19,White,iPhone,Sushi,"Rife, Soliloquy, Tribution, Amiable, Regolith, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,,"Coffee, Fruit Juice, Beer, Water",Battery horse staple correct,No,4.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,No
545,2/14/2020 8:44:33,Yes,No,Blue and Black,Egg salad.,"Yes, occasionally",No,Dog cat parrot bat fox,"Cold, but clear.","Dive headfirst off a diving board, Cut vegetables with a knife, Swim",silhouette,No,Cooler,Red and gray.,No,32.0,9.0,No,No,2.5,0,0,Yes,Ryan Reynolds,No,No,Yes,oij 3rpiojnjf] =d[f-o[,2.0,Yes,Yes,Vanilla,65.0,Either on some dumb nerd's computer or in a huge server room staffed entirely by corporate busybodies.,No,Yes,20,White,Android,Chicken tenders,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",Cat,No,No,Neutral 😐,Yes,"Beer, Coffee, Tomatoes","Fruit Juice, Milk, Water",the hat dog green prince,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,"No, but I'm totally doing that now"
347,5/21/2019 6:46:34,Yes,"No, but maybe someday.",Blue and Black,Wok,"Yes, occasionally",No,"Dog, Whale, Rhino, Unicorn, Pig",Cloudy,"Ice skate, Ski, Cut vegetables with a knife",Accomodation,No,Cooler,Blue,No,6.0,7.0,No,Yes,0,0,0,No,Donald Duck,Yes,No,Yes,𐌟eiwfi23je0g9oewe,1.0,No,Yes,Vanilla,72.214,Kyrgyzstan,Yes,Yes,16,White,iPhone,Salami,,"""cat"" here",Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Red wine",Milk,five random words,No,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,No,No
299,3/17/2019 3:50:33,Yes,"No, but maybe someday.",Blue and Black,steak,No,No,cat pig dog horse centipede ,dark,,favourite,No,,white,No,89.0,6.0,No,Yes,1,none,zero,Yes,Mark Hammel,No,No,Yes,sodfuzgdrigdttdgzossePIseIJPsezgoinzdrgrgzgbuo4buo;SEh8waohergj[oesrg578erht648,1.0,No,No,Chocolate,72.0,the USA,What?,Yes,17,kinda greenish,Android,ice cream,,cat,No,No,Negative 😠,Yes,,Caffeinated Soda,trend gap fillanges sky a mark,No,3.0,"Hamburger, Open faced sandwich",,Yes,No
490,11/19/2019 15:06:45,Yes,"No, but maybe someday.",Blue and Black,shrimp,"Yes, constantly",Yes,ogre shark cat jellyfish sea horse,gloomy,"Drive a stick shift, Dive headfirst off a diving board, Skateboard, Ski, Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",exponential,No,Cooler,white,No,73.0,8.0,Yes,No,1,1,0,Yes,matt daemon,No,No,Yes,qwy4tph9wetlbhelugh24l5bqljh;oihgio245v;erjv;fihv;rtnbv/lk,5.0,Yes,Yes,Chocolate,69.0,the void,Yes,Yes,15,grey,iPhone,takis,"Stipple, Tribution, Fleek",cat,Yes,Yes,Neutral 😐,Yes,,"Milk, Water",these are five random words,No,3.0,Sub/Hoagie,"Dog-Person, Cat-Person",Yes,No
204,12/8/2018 1:09:56,Yes,"No, but maybe someday.",White and Gold,Cooked Fish,"Yes, constantly",No,"cat, dog, brother, my girlfriend, snake",cold but sunny,"Ski, Cut vegetables with a knife, Swim",necessary,No,Cooler,grey,No,69.0,10.0,No,Yes,none,1,none,Yes,Kevin Hart,Yes,No,Yes,skskskskskadjasfuahyusijaokdmodijakkskskskssk,3.0,No,Yes,Vanilla,96.0,"somewhere in the western pacific ocean, where china can pirate it",Yes,Yes,27,"White, blue, orange",iPhone,Chicken,"Amiable, Lithe, Hubris, Fleek",cat,Yes,No,Positive 😊,No,"Eggs, Cilantro, Tomatoes","Milk, Water","gay, homosexual, queer, lesbian, homophile",A little,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,No
414,8/17/2019 2:43:11,No,No,I don't remember,Mussels,"Yes, occasionally",No,"Cat
Dog
Horse
Sheep
Canary",Rainy,,(Ethymology) Etymology,Yes,Warmer,Black,Yes,67.0,9.0,No,Yes,4,0,0,Yes,Star Wars' Death Star,No,No,Yes,"gj fkgjfl kjrstfhiru qjklhklormqpmià--do^kf jjfkhgq kjhkjfhjkql hjjklfhg h klh
jkl '""çc !àçà",1.0,Yes,Yes,Vanilla,35.0,Inside a box factory on an island lost in the middle of the ocean.,Yes,No,37,White,Non-smartphone,Orange,,cat,No,No,Negative 😠,Yes,,"Coffee, Milk, Water",disc book snooze meat epithet,No,3.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
168,11/1/2018 17:51:41,Yes,"No, but maybe someday.",A color combination not listed here,Anything you like.,"Yes, constantly",No,cat dog penis-fish wolf turtle,Thin cloud cover.,"Skateboard, Cut vegetables with a knife, Swim, Do a back handspring, Juggle",Lucious.,Yes,Cooler,Blue with a darker blue stripe. Don't ask.,Yes,6.28,8.0,No,Yes,Nada.,One.,One.,Yes,Benedict cucumber.,Yes,No,Yes,FJAFJKLDSKF7JKFDJ,1.0,Yes,Yes,Vanilla,2.71828,"You know those ""maps of the internet""? That kind of thing. Or just an absolute heck ton of servers.",Yes,Yes,Yes.,Kind of a beige greenish color. Hard to describe. Might just be white and the lighting is weird.,Other Smartphone,A cookie.,"Slickle, Photoropter, Salient, Regolith, Hubris, Fleek",Only if you really want me to.,No,No,Negative 😠,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Caffeinated Soda, Coffee, Fruit Juice, Milk, Tea, Water",cat roll band face man,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Cat-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
461,10/22/2019 10:23:08,Yes,"No, but maybe someday.",Blue and Black,Lettuce,"Yes, constantly",No,Cat duck chicken leopard dog,Cloudy,"Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",accueil,No,Cooler,Purple,No,54.0,10.0,No,Yes,0,2,0,No,Di Caprio,No,Yes,No,"bnpold,'ainesbrptoejnlditebnoe'tianstbnpordètbpodlèt,niers'uenierstinrbtldnpet",3.0,No,Yes,Vanilla,27.0,"Coming from the back of my computer, far from here",What?,Yes,28,Beige,Android,Gnocchis,Amiable,cat,Yes,Yes,Positive 😊,Yes,Coffee,"Milk, Beer, Water",Gigot Pingouin Pédalo Soupe Tomate,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,No,Yes
125,8/30/2018 12:12:30,Yes,"No, but maybe someday.",White and Gold,Water. It tastes awful.,"Yes, constantly",No,"Dog, cat, whale, horse, water bear.",Pretty nice. How's there?,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Do a back handspring, Juggle",Litteraly old off then,Yes,Cooler,White ,No,50.0,8.0,No,Yes,0,0,0,Yes,Benedict Cumberbatch,No,I never had it,Yes,SplqbebfizbapqpjevxlzjC-×¥¶`¶~π¢°¢∆)b(€(39,4.0,No,Yes,Vanilla,42.0,Igloo on the South Pole,No,Yes,17,I have no walls around me. I'M FREE,Android,A sandwich,Soliloquy,"""cat"" here",No,No,Neutral 😐,No,Tomatoes,"Caffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Water",I AM A REBEL,No,3.0,,"Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,"No, but I'm totally doing that now"
102,8/11/2018 15:34:46,Yes,No,Blue and Black,Black Olives,I'm not sure what things you mean,No,Cat dog horse pig cow,clear and sunny,"Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",Milennial,No,Cooler,Red,No,6.0,8.0,No,Yes,2,2,1 set of twins,No,Brad Pitt,No,No,Yes,Jdjricjrbdhaklakrirhcjsbwnkfirhabrkrkxhabahirifjcbsbjkkjrjzhfbrnjskkkkrktjbfwnkwoxjtdxzbsksloxithdbkwojthidivsjtjzkofbdjnznjwnebfarxnsum,4.0,No,Yes,Vanilla,5.0,A mental image of the UI of that site,What?,Yes,21,Seafoam green,Android,Lays Original Potato Chips,"Soliloquy, Salient, Lithe, Hubris",cat,No,No,Positive 😊,No,"Beer, White wine, Red wine","Caffeinated Soda, Fruit Juice, Tea, Water",Butts butts butts butts butts,A little,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
417,8/18/2019 9:23:19,Yes,No,I don't remember,meat,"Yes, constantly",Yes,cat dog squirrel rabbit horse,rainy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",succesful,No,Cooler,Blue,No,17.0,9.0,No,Yes,2,0,0,No,,No,No,No,gufqer8th3ug3tcio3u4gtiucti25iu uhvi5u 5thiu5hiuvh5t4hhh58UYuyg ihpiuiuhiehll,4.0,No,Yes,Chocolate,14.0,office  in a high-rise building,Yes,Yes,67,white,Android,nuts,"Rife, Soliloquy, Stipple, Tribution, Salient, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Beer, Wine, Tea, Water", dog type five random words,A little,1.0,Open faced sandwich,Cat-Person,No,No
165,10/30/2018 0:05:50,Yes,No,Blue and Black,sushi,I'm not sure what things you mean,No,tiger wolf zebra eagle orca,dark/cloudy,"Solve a Rubik's cube, Walk on stilts, Cut vegetables with a knife, Swim, Change the oil on a car",liutenant,Yes,Cooler,black,No,37.0,4.0,No,Yes,1,1,0,Yes,cris pratt,Yes,No,No,zewxe5rd6ftuygjhvghbjkn,4.0,No,Yes,Vanilla,36.5432859,no,Yes,Yes,16,white,iPhone,cat,"Slickle, Soliloquy, Tribution, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream",Water,kip gram rage purple,No,4.0,"Hamburger, Open faced sandwich","Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
