,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
109,8/11/2018 19:06:45,Yes,"No, but maybe someday.",I don't remember,parmesan,"Yes, occasionally",No,"Cat, Hamster, dog, horse, bird",cold,Skateboard,bevore,Yes,Cooler,green,No,6.0,10.0,No,Yes,0,1,0,Yes,Till schweiger,Yes,Yes,Yes,Urveisvdiecekej,3.0,No,Yes,Vanilla,1.0,No,Yes,,18,white,Android,rice,,"""cat"" here",No,No,Neutral 😐,Yes,Carbonation (fizz),Water,Five random words,No,5.0,"Hamburger, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",Yes,No
451,10/7/2019 14:24:24,Yes,No,A color combination not listed here,,"Yes, occasionally",No,turtle giraffe horse lion seal,sun,"Dunk a basketball, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",,Yes,Warmer,blue,No,42.0,7.0,No,Yes,0,1,0,Yes,no,No,No,Yes,qeTSZRdxtcfyvh jnmk,1.0,Yes,Yes,Vanilla,69.0,no,Yes,No,REDACTED,oreng,Android,,Soliloquy,no,No,No,Neutral 😐,No,Carbonation (fizz),"Caffeinated Soda, Water",,A little,2.0,"Sub/Hoagie, Hamburger, Open faced sandwich",,Yes,No
193,11/23/2018 20:45:42,Yes,"No, but maybe someday.",Blue and Black,onions,"Yes, constantly",No,"My dog, my cat, the cockatoo I used to have,  the tortoise I used to have, an African elephant",Dark,Swim,deceive,No,Cooler,blue and white,Yes,87.69,8.0,No,Yes,None,2,"One, my twin",Yes,Brad Pitt,No,No,Yes,alaskdjfhasfdlkasdfkjasdfhaslekhdfsajkfhaled,2.0,No,Yes,Vanilla,5.555554,"I don't think of it being located anywhere, I just don't think about location really at all when I read stuff on the internet.",What?,Yes,18,orange,Android,Part of a KitKat bar,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,Yes,"Beer, White wine, Red wine, Tomatoes","Caffeinated Soda, Coffee, Milk, Water",I hate you because me,A little,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",No,"No, but I'm totally doing that now"
408,8/14/2019 16:13:12,Yes,No,White and Gold,tomatoes,"Yes, occasionally",No,cat giraffe hamster dog platypus,Too hot probably but I haven't been outside today,"Solve a Rubik's cube, Ice skate, Cut vegetables with a knife",,Yes,Cooler,navy,No,42.0,9.0,Yes,Yes,1,0,0,Yes,Natalie Dormer,No,No,Yes,",wmnripdfjsalkd;fmgknlfsagjhpirjke≤s",,No,Yes,Chocolate,99.5,on a server?,What?,No,26,whitist,Android,Bagel with pesto and parmesan,"Rife, Soliloquy, Stipple, Amiable, Salient, Hubris, Fleek",😸,No,No,Positive 😊,Yes,"Tomatoes, Yogurt","Coffee, Beer, Tea, Water",five random words,A little,1.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,No
569,3/23/2020 9:36:55,Yes,"No, but maybe someday.",White and Gold,celery,"Yes, constantly",No,Dog Cat Mouse Giraffe Zebra,Sunny,"Tie a sheet bend or bowline, Ski, Cut vegetables with a knife",weird,No,Warmer,Blue,No,43.0,8.0,Yes,Yes,3,0,0,Yes,Timothee Chalamet,No,No,Yes,kluiy;ougihjkl,2.0,Yes,Yes,Vanilla,87.0,No,Yes,Yes,16,white,iPhone,Lentil Soup,"Rife, Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris",no fuck off,No,No,Neutral 😐,No,Eggs,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Tea, Water",five random words,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Dog-Person,No,No
597,5/13/2020 0:13:37,Yes,No,I don't remember,Turkey,No,No,"Ocelot, Dog, Cat, Dragon, Bird",Calm,"Cut vegetables with a knife, Swim",Patiently,No,Warmer,Purple,No,88.0,9.0,Yes,Yes,0,1,0,No,Chris Hemsworth,No,Yes,Yes,ewjrlni/rlaiRWgnpi:Ekra,2.0,No,Yes,Vanilla,7.0,Nope,No,Yes,17,Gray,Android,Quesadilla,"Slickle, Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,"Eggs, Beer, Coffee","Caffeinated Soda, Milk, Water","Ice, Telegraph, Wire, Random, Noises",No,4.0,Sub/Hoagie,"Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
557,3/2/2020 17:49:03,Yes,No,I don't remember,pizza hawaii,"Yes, occasionally",No,"cat, goose, wolf, spider, ladybug",mild,Unicycle,reaggea,No,Cooler,green,No,38.0,8.0,Yes,Yes,none,2,none,Yes,Emma Whatson,No,No,No,kjhgfdrtse5678797t6r685e4w5esdrtzfghvgcfxdry4v3 ew 45wfesn3 4waesn34wfeash,1.0,No,Yes,Chocolate,60.0,it has no location,Yes,Yes,22,white,Android,banana,"Tribution, Salient",cat,Yes,No,Positive 😊,Yes,"Eggs, Beer, Carbonation (fizz)","Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Tea, Water",gold model weird hairy fruit,No,2.0,Hamburger,Cat-Person,No,No
346,5/20/2019 8:54:26,Yes,No,What dress?,Vegetables,"Yes, occasionally",No,cow giraffe leopard axolotl horseshoe crab,yes,"Cut vegetables with a knife, Swim",supercalifragilisticexpialidocious,No,Cooler,black,No,31.0,8.0,Yes,Yes,0,0,0,Yes,Ryan Reynolds,No,I never had it,Yes,disufsidbdisbudiusbivbudbuivbidsubdviudsbudvbjjkzbskjbjkzbucbdzkbvjdbzudbvbkcbjkbjkcbvjbjbdubvbdvkj,2.0,No,Yes,Chocolate,31.0,Underneath and Indian burial ground,Yes,Yes,yes,white,iPhone,food,"Amiable, Lithe, Hubris",cat,Yes,No,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Fruit Juice, Milk, Water",send nudes hail satan despacito,A little,1.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person",Yes,No
32,6/10/2018 14:25:21,Yes,"No, but maybe someday.",White and Gold,Eggs,"Yes, occasionally",No,Cat dog bear porcupine ocelot,"Cloudy, 65℉","Tie a sheet bend or bowline, Solve a Rubik's cube, Cut vegetables with a knife, Swim",Successfully,Yes,Warmer,Checkered green/white,No,60.0,9.0,Yes,No,1,0,0,No,No,No,No,No,JcjdjdhvjddbvensfjlivpsbakvynxfhbflhylfihjfsejvkjsguvhdckosjkvvdnfkjecjfhghcvcgnkfjvjdcdxckvgskvkmjfcshckvsvfjkvkxhcvhczsjkfkhklappjsnskkfnndgbvvdbckdbvdjkbdhhdnkdpfjwkfirfmsbsjajqldchjakglxpokannzkshshhfdbdbHvdsjbshwvsfjvkvnddbdcllvkdhehrhjhsakpfjsfbbvvsjkvkbdbccbhskdljeggfjffuxjdjdoofjdkc,2.0,No,Yes,Vanilla,17.0,A dingy basement in a foreign nation,Yes,Yes,17.5,Bright Yellow,Android,Homemade Macaroni and Cheese,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,Yes,Negative 😠,Yes,"Eggs, Cilantro, Coffee, Tomatoes","Fruit Juice, Water",Ecstatic belt token segfault flyer,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",,Yes,No
455,10/17/2019 18:09:16,Yes,"No, but maybe someday.",I don't remember,Potato,"Yes, occasionally",No,"Dog, cat, fox, snake, mouse",Rainy,"Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",None that I can think of right now,Yes,Cooler,Shirtless,No,56.0,8.0,No,Yes,1,1,0,No,Emma Stone,No,No,Yes,Djvdwujnbcfgjkknbf,3.0,No,Yes,Vanilla,39.0,Right behind my screen.,Yes,Yes,23,White,Android,Rice,"Soliloquy, Amiable, Regolith, Hubris",cat,No,Yes,Positive 😊,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Wine, Tea, Water",Type five random words sucker,No,4.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger","Dog-Person, Cat-Person",Yes,No
183,11/11/2018 17:05:23,Yes,"No, but maybe someday.",A color combination not listed here,cake,"Yes, constantly",No,"platypus, kangaroo, cat, octopus, submarine(wtf that's not an animal my brain sucks)",rainy,"Run in high heels, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse",difference(bc I can remember fuchsia now),Yes,Warmer,black white and gold,No,38.0,8.0,No,Yes,0,1,0,Yes,selena gomez,Yes,No,Yes,hbjefalkhunaliahulimfelkjaoiraehg,1.0,No,Yes,Vanilla,57.0,Not really except like in my screen,Yes,Yes,15,neutral beige,Android,pasta,"Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,Yes,Neutral 😐,Yes,"Coffee, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",squibble flibbertigibbet regular friendship and,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person",No,"No, but I'm totally doing that now"
249,2/6/2019 21:34:29,Yes,No,Blue and Black,sea cucumbers,"Yes, occasionally",No,"sea cucumber
spongebob
elephant
cheetah
leopard",sunny,"Cut vegetables with a knife, Swim",defence,No,Cooler,white,Yes,82.0,5.0,No,Yes,0,2,0,Yes,pewds,No,No,Yes,Xyhzj TX jtjtx,3.0,No,Yes,Vanilla,43.0,root servers,No,Yes,18,white,Android,Boba,"Soliloquy, Photoropter, Amiable, Salient, Lithe, Hubris, Fleek","""cat""",Yes,No,Neutral 😐,No,"Beer, White wine, Red wine",Milk,I don't know what to,No,2.0,Hamburger,Cat-Person,No,No
34,6/11/2018 8:39:38,Yes,No,A color combination not listed here,olives,"Yes, occasionally",No,"cat, dog, sheep, mouse, moose",cloudy,"Tie a sheet bend or bowline, Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",achiev(e)ment,No,Warmer,black,Yes,48.0,7.0,No,Yes,2,0,none,Yes,Hedy Lamarr,No,Yes,Yes,"qoiewfjrakmæcwhuofdij.ø9huwterd.øw9uyhcuq09porjE,9TAOHF ,98",2.0,No,Yes,Chocolate,96.0,"some data-centre, presumably on Earth",Yes,Yes,almost 27,wooden,iPhone,crisps,"Slickle, Rife, Soliloquy, Trephony, Amiable, Salient, Regolith, Lithe, Hubris","""cat""",No,No,Neutral 😐,Yes,"Beer, Red wine, Coffee, Tomatoes",Water,humans are bad at randomness,No,4.0,"Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,No,No
589,5/3/2020 3:11:40,Yes,"No, but maybe someday.",Blue and Black,Mushrooms,"Yes, occasionally",No,girraffe panda rabbit chicken duck,Dark and rainy.,"Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",Fi.. fe.. field,No,Cooler,Black.,Yes,56.0,8.0,No,No,2,0,0,Yes,Don Cheadle,Yes,No,Yes,"ghgdgweuihr382ufjdklanfjlrehajkanzfjkv vdfje;rhu;arehet
jkl'n'nzv'kdz'nj'dfznj'dteio4rojalj55uq90tesjgrlknv ijz;jgoiajgrldjkfgl;jfogr a''a p
",2.0,No,Yes,Vanilla,39.0,No.,Yes,Yes,35,White,I don't have a phone,Fruit salad,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Apricity",cat,No,Yes,Neutral 😐,Yes,,"Fruit Juice, Milk, Tea, Water",table laptop plantar sagebrush glass,A little,3.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Dog-Person,No,No
553,2/27/2020 13:45:47,Yes,"No, but maybe someday.",Blue and Black,fish,"Yes, occasionally",No,dog cat pig cow bird,yes,"Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife, Swim",both,No,Warmer,blue,Yes,68.0,6.0,No,No,0,2,0,No,bob,No,No,Yes,rjectvuijkl0op9iytgrfwswsdrdfgujkl,4.0,No,Yes,Chocolate,46.0,in a server,No,Yes,<7,white,Android,gum,"Slickle, Rife, Fination, Stipple, Unitory, Fleek, Apricity",cat,No,Yes,Neutral 😐,Yes,"White wine, Red wine, Coffee","Noncaffeinated Soda, Fruit Juice, Milk, Water",type five random words yes,No,1.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
551,2/25/2020 8:44:00,Yes,"No, but maybe someday.",Blue and Black,bananas,"Yes, occasionally",No,cat dog mice elephant beluga,cold,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",accueil,No,Cooler,blue,No,45.0,8.0,Yes,Yes,1,1,none,Yes,brad pitt,No,No,Yes,"azlcnaùpzkcnml,",4.0,Yes,No,Chocolate,63.0,no,Yes,Yes,35,white and blue,iPhone,cancoillotte,"Rife, Soliloquy, Amiable, Salient, Hubris",cat,No,No,Positive 😊,Yes,,"Coffee, Fruit Juice, Milk, Beer, Wine, Tea, Water",john cat maison poele poil,A little,4.0,"Sub/Hoagie, Cheesesteak",Cat-Person,No,"No, but I'm totally doing that now"
128,9/6/2018 19:10:03,Yes,No,What dress?,Carrot Cake,"Yes, occasionally",No,Wolf Deer Cow Bob-cat Mountain-lion,Sunny and wet,"Ski, Cut vegetables with a knife, Swim",incandessant,No,Cooler,Red,No,53.0,6.0,No,No,0,0,0,No,DeNiro,Yes,No,Yes,aghaeioghvbvaweior9ofeivu4tg98qbvb a4028t,2.0,No,Yes,Chocolate,53.0,A giant spider web,No,No,,Yellow,iPhone,Chocolate,Amiable,cat,Yes,No,Neutral 😐,Yes,"Eggs, Carbonation (fizz), Tomatoes, Yogurt","Milk, Tea, Maple Syrup, Water",Cheese Cow Rice Now Thing,A little,5.0,Open faced sandwich,Half-Cat Half-Person,No,No
224,1/7/2019 19:01:05,Yes,"No, but maybe someday.",White and Gold,salt and vinegar crisps,"Yes, occasionally",No,giraffe hippo alligator cat dog,cold,"Cut vegetables with a knife, Swim, Juggle",belligerent ,No,Cooler,I'm NAKEY,No,62.0,10.0,No,Yes,1,1,none,Yes,Russell Crowe,No,No,Yes,"/jbkucfkhyxdryftuiygubhjl ,n",1.0,No,Yes,Chocolate,73.0,not really,Yes,Yes,26,white,Android,doritos,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris, Fleek",cat,Yes,No,Positive 😊,Yes,"Beer, Carbonation (fizz)","Caffeinated Soda, Coffee, Milk, Water",soldier data time relinquish topsy,No,3.0,Sub/Hoagie,Dog-Person,No,No
155,10/15/2018 14:40:43,Yes,"No, but maybe someday.",White and Gold,seafood,"Yes, occasionally",No,lion giraffe zebra cat possum,Don't know. Night time?,"Drive a stick shift, Solve a Rubik's cube, Swim",anatidaephobia,No,Warmer,Black,Yes,70.0,8.0,No,Yes,1,0,0,No,Kevin Bacon,No,No,Yes,dfbrsdggfnytjlosdztrby,3.0,No,Yes,Vanilla,41.0,folders in a remote undergroud military base,Yes,Yes,22,white,Android,raclette,"Soliloquy, Amiable, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,"Beer, Coffee","Caffeinated Soda, Fruit Juice, Milk",school duck company lion vendetta,No,4.0,Open faced sandwich,Dog-Person,Yes,No
165,10/30/2018 0:05:50,Yes,No,Blue and Black,sushi,I'm not sure what things you mean,No,tiger wolf zebra eagle orca,dark/cloudy,"Solve a Rubik's cube, Walk on stilts, Cut vegetables with a knife, Swim, Change the oil on a car",liutenant,Yes,Cooler,black,No,37.0,4.0,No,Yes,1,1,0,Yes,cris pratt,Yes,No,No,zewxe5rd6ftuygjhvghbjkn,4.0,No,Yes,Vanilla,36.5432859,no,Yes,Yes,16,white,iPhone,cat,"Slickle, Soliloquy, Tribution, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream",Water,kip gram rage purple,No,4.0,"Hamburger, Open faced sandwich","Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
386,7/15/2019 0:36:18,Yes,"No, but maybe someday.",White and Gold,Donuts,"Yes, occasionally",No,"Dolphin, fish, human, ape, dog",Cloudy,"Ski, Cut vegetables with a knife, Swim",When,Yes,Cooler,Grey,No,1000.0,7.0,No,No,None,None,None!,No,Bob the builder ,No,Yes,Yes,No,3.0,No,Yes,Chocolate,21.0,No,Yes,Yes,Im not tellin you!... im 14,"White, oak and cream ",iPhone,Eggs and bacon.,"Slickle, Rife",“cat”,Yes,No,Positive 😊,No,Yogurt,"Coffee, Tea, Water","Hey, potato, ultramarines, pie, dog",No,4.0,Sub/Hoagie,"Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
576,4/8/2020 1:06:34,Yes,"No, but maybe someday.",Blue and Black,Beans,"Yes, occasionally",No,"Lion, zebra, whale, octopus, horse",A bit cloudy,"Dunk a basketball, Ice skate, Ski, Cut vegetables with a knife, Swim",Necessary,Yes,Cooler,White,No,56.0,8.0,Yes,Yes,0,2,0,No,Karen Gillan,No,No,Yes,WysysdidfoxydkfjPgoxidogodofusi,1.0,No,Yes,Chocolate,81.0,In some big datacenter in the middle of nowhere,Yes,Yes,16,Grey,Android,Tangerine,Regolith,cat,No,No,Neutral 😐,Yes,Beer,"Fruit Juice, Milk, Tea, Water",Type five random words orange,No,4.0,"Taco, Hamburger, Open faced sandwich",Dog-Person,No,No
563,3/12/2020 13:36:38,Yes,"No, but maybe someday.",I don't remember,pizza,"Yes, occasionally",No,bear zebra hirrafe dog cat,Normal,"Swim, Ride a horse",excpesially,No,Cooler,"shirt, flannels",Yes,1.0,8.0,No,No,2,2,0,Yes,David boreanes ,No,No,Yes,Bhitdihbrtvihnfgiynfdntviydzn Yv,1.0,No,No,Vanilla,1.0,server bay in greenland ,Yes,Yes,3,Gray,Android,chips,"Rife, Hubris",cat,No,No,Neutral 😐,No,,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",Ok ok ok ok ok,No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
73,7/12/2018 22:07:12,Yes,"No, but maybe someday.",I don't remember,Tomatoes,"Yes, occasionally",No,"Dog, Elephant, Cat, Mumakil, Dolphin",Sunny,"Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",exercise,Yes,Cooler,Blue and white,No,87.0,10.0,Yes,No,1,2,0,No,Brad Pitt,Yes,No,Yes,sdfan bhaetgui489u5tierjlafkeyhirt t9oj36it jh9 t-gyuherjnav0[aeriof-q34,4.0,No,Yes,Vanilla,87.0,"No, I used to think it was in the air... which in hindsight is ridiculious",Yes,Yes,22,White,Android,A sandwich,"Rife, Soliloquy, Fination, Stipple, Amiable, Salient, Lithe, Hubris",cat,No,Yes,Neutral 😐,Yes,"Carbonation (fizz), Tomatoes","Fruit Juice, Milk, Water",Aeonian Middle Pie Tarts Good,A little,5.0,Sub/Hoagie,Cat-Person,Yes,No
113,8/12/2018 19:43:54,Yes,"No, but maybe someday.",White and Gold,Idk peas,"Yes, occasionally",No,Cat horse duck snake orange,Rain,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",Beacuse,No,Cooler,Grey,Yes,10000000.0,1.0,No,Yes,0,1,0,Yes,Tom hanks,No,No,Yes,Rjophvsujbftj,4.0,No,Yes,Vanilla,904.0,Google,Yes,Yes,166,Yellow,Android,Gobstopper,"Rife, Hubris",Anger the gods,Yes,Yes,Negative 😠,No,"Eggs, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Maple Syrup, Water",Rain raon and the weather ,No,4.0,"Taco, Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,No,"No, but I'm totally doing that now"
97,8/9/2018 5:30:02,Yes,No,I don't remember,Wine,"Yes, occasionally",No,fox snake horse dog cat,sunny,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse",exercise,Yes,Cooler,none,No,101.0,10.0,Yes,Yes,0,1,0,No,keanu reeves,No,Yes,Yes,okay,3.0,No,Yes,Vanilla,2.0,no,Yes,Yes,16,light blue,iPhone,pizza,"Rife, Soliloquy, Stipple, Tribution, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",okay,No,Yes,Neutral 😐,No,Eggs,"Caffeinated Soda, Fruit Juice, Milk, Water",cheesecake earthquake the fox drums,No,2.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Dog-Person,Yes,No
60,7/7/2018 20:14:52,Yes,"No, but maybe someday.",Blue and Black,Raisins,"Yes, occasionally",No,Dog Frog Possum Flamingo Hippo,"Warm, cloudy","Roller skate, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Unicycle, Change the oil on a car, Juggle",Wedneday,No,Cooler,Dark blue,No,88.0,7.0,Yes,Yes,1,1,0,Yes,Thomas Middleditch,Yes,No,Yes,jufnckakwlfuelsppalliuufccccamakd,4.0,Yes,Yes,Vanilla,75.0,BIG computers,No,No,20,Grey,iPhone,Pasta,"Rife, Soliloquy, Tribution, Amiable, Salient, Lithe",cat,Yes,No,Positive 😊,Yes,"White wine, Red wine","Coffee, Fruit Juice, Water",Expect Frog Death Honesty The,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,Yes,No
527,1/15/2020 0:21:34,Yes,No,White and Gold,Onion rings,No,No,Dolphin giraffe cat dog manatee,Warm,"Roller skate, Run in high heels, Ice skate, Ski",Freundlich,Yes,Warmer,White and black,Yes,3.0,9.0,No,Yes,One,Three,0,Yes,Johnny Depp,Yes,No,Yes,Hfuyverinbrwqdfhk,2.0,No,No,Vanilla,3.0,There is not,Yes,Yes,22,White,iPhone,Nachos,"Soliloquy, Stipple, Amiable, Salient, Hubris",Cat,Yes,No,Neutral 😐,No,"Eggs, Chocolate ice cream, Beer, Carbonation (fizz), Cilantro, Tomatoes","Coffee, Tea",Type five random words pleass,A little,3.0,Sub/Hoagie,Dog-Person,No,No
328,4/29/2019 15:39:55,Yes,No,White and Gold,Pesto,No,No,Monkey deer rabbit dog kangaroo ,Nice,"Skateboard, Cut vegetables with a knife",Received ,No,Cooler,White,Yes,97.0,3.0,Yes,Yes,0,1,0,Yes,Orlando Bloom,No,No,No,Vjpswt no vfynmlvcdtn llllfzwwdbibvyn fhkm,4.0,No,Yes,Chocolate,97.0,Utah,Yes,Yes,26,White,Android,Pork,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Positive 😊,Yes,,"Caffeinated Soda, Coffee, Milk, Beer, Wine, Water",Boob sled carnation loopty bread,A little,1.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
322,4/22/2019 3:45:39,Yes,"No, but maybe someday.",Blue and Black,Onion,"Yes, occasionally",No,"Bear, Charmander, Mouse, Woodlouse, Bull",Warm,Ride a horse,Iterative,Yes,Warmer,Grey,Yes,29.0,9.0,Yes,Yes,0,0,0,Yes,Tommy Wiseau,Yes,Yes,Yes,D disugsbkeuegebbdhebs whwhs,2.0,Yes,Yes,Chocolate,77.0,California,Yes,No,20,I'm outside,Android,Lamb,,Tac,Yes,Yes,Negative 😠,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Wine, Tea, Maple Syrup","Dolphin, Morning, Watford, Hometown, Gloucester",No,4.0,"Sub/Hoagie, Hamburger",Part of a subterranean race of dog people,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
473,11/2/2019 21:20:27,Yes,No,Blue and Black,Taco,"Yes, occasionally",No,Dog cat mouse bee monkey,Very Hot,"Drive a stick shift, Swim",Coffee,No,Cooler,White ,No,42.0,8.0,No,Yes,0,1,0,Yes,Tina Fey ,No,No,Yes,Mgdlydottisosotddooyd,4.0,No,Yes,Chocolate,23.0,Google,Yes,Yes,32,Wood,Android,Dinner,"Soliloquy, Amiable, Hubris, Fleek",Cat,No,No,Neutral 😐,No,,"Caffeinated Soda, Fruit Juice, Milk, Water",Las freedom house car mango,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,"No, but I'm totally doing that now"
74,7/13/2018 17:30:36,Yes,No,A color combination not listed here,Mushrooms,"Yes, occasionally",No,Aardvark Koala Roadrunner Bear Pig,Cloudy,"Solve a Rubik's cube, Cut vegetables with a knife",Onomatopoeia,No,Cooler,Grey,Yes,58.0,8.0,Yes,Yes,1,3,0,Yes,Charlie Chaplin,Yes,No,Yes,"hsh◘d++rzs+hsrsha
haehheaakae]ah;a GO \y ky/kIy/ w?j?0j+QJ0",1.0,No,Yes,Vanilla,23.0,The stuff is passing through a series of tubes,No,Yes,17,White,Android,Ice cream,"Rife, Soliloquy, Peristeronic, Amiable, Salient, Lithe, Hubris","""cat"" here",No,Yes,Negative 😠,Yes,"Beer, White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",five random words,No,2.0,"Sub/Hoagie, Hamburger",Part of a subterranean race of dog people,No,"No, but I'm totally doing that now"
